NU_ANO;CO_UF_ESCOLA;SG_UF_ESCOLA;CO_MUNICIPIO_ESCOLA;NO_MUNICIPIO_ESCOLA;CO_ESCOLA_EDUCACENSO;NO_ESCOLA_EDUCACENSO;TP_DEPENDENCIA_ADM_ESCOLA;TP_LOCALIZACAO_ESCOLA;NU_MATRICULAS;NU_PARTICIPANTES_NEC_ESP;NU_PARTICIPANTES;NU_TAXA_PARTICIPACAO;NU_MEDIA_CN;NU_MEDIA_CH;NU_MEDIA_LP;NU_MEDIA_MT;NU_MEDIA_RED;NU_MEDIA_OBJ;NU_MEDIA_TOT;INSE;PC_FORMACAO_DOCENTE;NU_TAXA_PERMANENCIA;NU_TAXA_APROVACAO;NU_TAXA_REPROVACAO;NU_TAXA_ABANDONO;PORTE_ESCOLA
2005;33;RJ;3303302;Niterói;33055335;CENTRO EDUC DE NITEROI;4;1;51;;62;;;;;;;;60.66;;;;;;;De 31 a 60 alunos
2007;33;RJ;3303302;Niterói;33055343;CENTRO EDUC DE NITEROI;4;1;28;;29;;;;;;;;71.97;;;;98.70;1.30;0.00;De 1 a 30 alunos
2008;33;RJ;3303302;Niterói;33055343;CENTRO EDUC DE NITEROI;4;1;21;;27;;;;;;65.00;59.85;;;;;94.70;5.30;0.00;De 1 a 30 alunos
2008;33;RJ;3303302;Niterói;33055378;CENTRO EDUCACIONAL SHALON;4;1;33;;14;;;;;;57.50;41.38;;;;;;;;De 31 a 60 alunos
2005;33;RJ;3303302;Niterói;33055408;EQUIPE 1 VESTIBULAR E COLEGIO;4;1;35;;12;;;;;;;;56.99;;;;80.20;15.60;4.20;De 31 a 60 alunos
2005;33;RJ;3303302;Niterói;33055521;CENTRO DE FORM BASICA E PROF MARIA THEREZA;4;1;33;;13;;;;;;;;50.58;;;;76.80;23.20;0.00;De 31 a 60 alunos
2006;33;RJ;3303302;Niterói;33055521;CENTRO DE FORM BASICA E PROF MARIA THEREZA;4;1;38;;22;;;;;;;;49.28;;;;;;;De 31 a 60 alunos
2007;33;RJ;3303302;Niterói;33055521;CENTRO DE FORM BASICA E PROF MARIA THEREZA;4;1;31;;17;;;;;;;;52.70;;;;72.70;27.30;0.00;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33055521;CENTRO DE FORM BASICA E PROF MARIA THEREZA;4;1;37;;18;;;;;;60.42;45.86;;;;;78.80;20.20;1.00;De 31 a 60 alunos
2005;33;RJ;3303302;Niterói;33055580;COL CORREA D'AVILA;4;1;29;;16;;;;;;;;56.49;;;;88.40;11.60;0.00;De 1 a 30 alunos
2006;33;RJ;3303302;Niterói;33055580;COL CORREA D'AVILA;4;1;26;;10;;;;;;;;52.11;;;;;;;De 1 a 30 alunos
2007;33;RJ;3303302;Niterói;33055580;COLEGIO CORRÊA D´AVILA;4;1;29;;15;;;;;;;;62.79;;;;80.30;14.80;4.90;De 1 a 30 alunos
2008;33;RJ;3303302;Niterói;33055610;C.E. AURELINO LEAL;2;1;247;;168;;;;;;60.97;40.17;;;;;77.50;13.00;9.50;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33055637;C.E. BRIGADEIRO CASTRIOTO;2;1;94;;43;;;;;;;;44.73;;;;55.60;23.10;21.30;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33055637;C.E. BRIGADEIRO CASTRIOTO;2;1;57;;24;;;;;;;;36.40;;;;;;;De 31 a 60 alunos
2007;33;RJ;3303302;Niterói;33055637;C.E. BRIGADEIRO CASTRIOTO;2;1;46;;22;;;;;;;;48.84;;;;70.30;20.80;8.90;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33055637;C.E. BRIGADEIRO CASTRIOTO;2;1;19;;11;;;;;;55.00;40.4;;;;;74.60;13.40;12.00;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33055645;C.E. CIZINIO SOARES PINTO;2;1;117;;45;;;;;;;;39.45;;;;69.80;11.00;19.20;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33055645;C.E. CIZINIO SOARES PINTO;2;1;29;;16;;;;;;;;53.41;;;;61.60;23.20;15.20;De 1 a 30 alunos
2008;33;RJ;3303302;Niterói;33055645;C.E. CIZINIO SOARES PINTO;2;1;29;;13;;;;;;53.85;35.29;;;;;45.30;29.10;25.60;De 1 a 30 alunos
2008;33;RJ;3303302;Niterói;33055653;C.E. CONSELHEIRO MACEDO SOARES;2;1;73;;35;;;;;;55.88;39.32;;;;;58.30;28.90;12.80;De 61 a 90 alunos
2005;33;RJ;3303302;Niterói;33055661;C.E. DR. LUCIANO PESTRE;2;1;41;;19;;;;;;;;38.80;;;;76.10;3.90;20.00;De 31 a 60 alunos
2006;33;RJ;3303302;Niterói;33055661;C.E. DR. LUCIANO PESTRE;2;1;62;;24;;;;;;;;37.66;;;;;;;De 61 a 90 alunos
2005;33;RJ;3303302;Niterói;33055670;C.E. FERNANDO MAGALHAES;2;1;57;;43;;;;;;;;45.84;;;;71.80;25.40;2.80;De 31 a 60 alunos
2006;33;RJ;3303302;Niterói;33055670;C.E. FERNANDO MAGALHAES;2;1;56;;40;;;;;;;;46.12;;;;;;;De 31 a 60 alunos
2007;33;RJ;3303302;Niterói;33055670;C.E. FERNANDO MAGALHAES;2;1;60;;34;;;;;;;;50.82;;;;80.40;16.10;3.50;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33055670;C.E. FERNANDO MAGALHAES;2;1;66;;49;;;;;;59.64;37.61;;;;;70.00;27.90;2.10;De 61 a 90 alunos
2008;33;RJ;3303302;Niterói;33055696;C.E. GUILHERME BRIGGS;2;1;25;;13;;;;;;52.88;31.5;;;;;82.40;0.00;17.60;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33055700;C.E. HILARIO RIBEIRO;2;1;262;;92;;;;;;;;41.36;;;;68.20;7.00;24.80;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33055700;C.E. HILARIO RIBEIRO;2;1;210;;78;;;;;;;;37.09;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33055700;C.E. HILARIO RIBEIRO;2;1;179;;34;;;;;;;;49.44;;;;52.10;34.30;13.60;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33055700;C.E. HILARIO RIBEIRO;2;1;137;;37;;;;;;52.43;33.38;;;;;46.40;26.90;26.70;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33055726;C.E. JOAQUIM TAVORA;2;1;205;;77;;;;;;;;43.92;;;;54.20;35.00;10.80;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33055726;C.E. JOAQUIM TAVORA;2;1;182;;85;;;;;;;;40.09;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33055726;C.E. JOAQUIM TAVORA;2;1;131;;86;;;;;;;;50.18;;;;61.50;30.60;7.90;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33055726;C.E. JOAQUIM TAVORA;2;1;118;;92;;;;;;56.72;39.82;;;;;45.30;47.30;7.40;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33055734;COLEGIO ESTADUAL MACHADO DE ASSIS;2;1;87;;44;;;;;;56.28;36.62;;;;;55.30;37.00;7.70;De 61 a 90 alunos
2005;33;RJ;3303302;Niterói;33055742;C.E. MULLULO DA VEIGA;2;1;80;;20;;;;;;;;35.98;;;;59.50;10.30;30.20;De 61 a 90 alunos
2006;33;RJ;3303302;Niterói;33055742;C.E. MULLULO DA VEIGA;2;1;87;;36;;;;;;;;34.76;;;;;;;De 61 a 90 alunos
2008;33;RJ;3303302;Niterói;33055742;C.E. MULLULO DA VEIGA;2;1;19;;10;;;;;;52.50;31.11;;;;;78.20;11.50;10.30;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33055750;C.E. PAULO ASSIS RIBEIRO;2;1;128;;74;;;;;;;;44.03;;;;72.00;19.40;8.60;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33055750;C.E. PAULO ASSIS RIBEIRO;2;1;126;;81;;;;;;;;40.38;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33055750;C.E. PAULO ASSIS RIBEIRO;2;1;171;;98;;;;;;;;49.44;;;;59.80;34.70;5.50;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33055750;C.E. PAULO ASSIS RIBEIRO;2;1;157;;63;;;;;;52.96;36.18;;;;;63.60;23.40;13.00;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33055769;C.E. RAUL VIDAL;2;1;277;;118;;;;;;;;41.53;;;;59.10;24.00;16.90;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33055769;C.E. RAUL VIDAL;2;1;305;;120;;;;;;;;39.04;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33055769;C.E. RAUL VIDAL;2;1;243;;118;;;;;;;;47.91;;;;53.20;31.00;15.80;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33055769;C.E. RAUL VIDAL;2;1;215;;79;;;;;;55.07;39.16;;;;;42.00;40.10;17.90;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33055785;C.E. ZULEIKA RAPOSO VALLADARES;2;1;121;;28;;;;;;;;44.99;;;;85.10;14.90;0.00;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33055785;C.E. ZULEIKA RAPOSO VALLADARES;2;1;114;;25;;;;;;;;38.05;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33055785;C.E. ZULEIKA RAPOSO VALLADARES;2;1;121;;30;;;;;;;;50.04;;;;77.50;21.30;1.20;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33055785;C.E. ZULEIKA RAPOSO VALLADARES;2;1;105;;27;;;;;;56.76;35.16;;;;;59.30;7.80;32.90;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33055793;COL GOMES PEREIRA;4;1;16;;15;;;;;;;;48.83;;;;;;;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33055815;COL INST SAO JOSE;4;1;57;;32;;;;;;;;57.43;;;;96.80;3.20;0.00;De 31 a 60 alunos
2006;33;RJ;3303302;Niterói;33055815;COL INST SAO JOSE;4;1;34;;21;;;;;;;;52.77;;;;;;;De 31 a 60 alunos
2007;33;RJ;3303302;Niterói;33055815;COL INST SAO JOSE;4;1;32;;16;;;;;;;;66.30;;;;89.20;8.50;2.30;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33055815;COL INST SAO JOSE;4;1;48;;19;;;;;;65.83;52.71;;;;;83.50;16.50;0.00;De 31 a 60 alunos
2005;33;RJ;3303302;Niterói;33055831;COL ITAPUCA MATRIZ;4;1;34;;27;;;;;;;;57.59;;;;78.50;20.70;0.80;De 31 a 60 alunos
2006;33;RJ;3303302;Niterói;33055831;COL ITAPUCA MATRIZ;4;1;32;;24;;;;;;;;56.40;;;;;;;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33055831;COLEGIO ITAPUCA - SANTA ROSA;4;1;16;;15;;;;;;62.33;48.04;;;;;87.70;12.30;0.00;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33055866;COL MARILIA MATTOSO;4;1;52;;38;;;;;;;;68.92;;;;84.80;15.20;0.00;De 31 a 60 alunos
2006;33;RJ;3303302;Niterói;33055866;COL MARILIA MATTOSO;4;1;51;;34;;;;;;;;64.52;;;;;;;De 31 a 60 alunos
2007;33;RJ;3303302;Niterói;33055866;COL MARILIA MATTOSO;4;1;41;;29;;;;;;;;75.05;;;;79.90;20.10;0.00;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33055866;COL MARILIA MATTOSO;4;1;32;;28;;;;;;75.27;69.5;;;;;84.70;15.30;0.00;De 31 a 60 alunos
2005;33;RJ;3303302;Niterói;33055874;COL MONSENHOR RAEDER;4;1;39;;11;;;;;;;;61.40;;;;;;;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33055874;COL MONSENHOR RAEDER;4;1;25;;14;;;;;;62.32;53.4;;;;;96.30;3.70;0.00;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33055882;COL NS DA ASSUNCAO;4;1;61;;53;;;;;;;;67.31;;;;89.60;10.40;0.00;De 61 a 90 alunos
2006;33;RJ;3303302;Niterói;33055882;COL NS DA ASSUNCAO;4;1;56;;44;;;;;;;;60.73;;;;;;;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33055882;COLEGIO NOSSA SENHORA DA ASSUNCAO;4;1;4;;50;;;;;;68.16;60.16;;;;;75.00;25.00;0.00;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33055890;COL NS DAS MERCES;4;1;32;;26;;;;;;;;62.16;;;;91.70;8.30;0.00;De 31 a 60 alunos
2006;33;RJ;3303302;Niterói;33055890;COL NS DAS MERCES;4;1;30;;15;;;;;;;;55.93;;;;;;;De 1 a 30 alunos
2007;33;RJ;3303302;Niterói;33055890;COL NS DAS MERCES;4;1;50;;34;;;;;;;;66.63;;;;85.70;14.30;0.00;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33055890;COL NS DAS MERCES;4;1;28;;15;;;;;;68.50;62.65;;;;;82.80;17.20;0.00;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33055920;COLEGIO MV I ICARAI;4;1;112;;50;;;;;;;;66.96;;;;83.30;16.70;0.00;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33055920;COLEGIO MV I ICARAI;4;1;120;;84;;;;;;;;61.45;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33055920;COLEGIO MV I ICARAI;4;1;101;;66;;;;;;;;70.10;;;;86.70;13.30;0.00;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33055920;COLEGIO MV I ICARAI;4;1;98;;78;;;;;;69.65;63.61;;;;;77.50;22.50;0.00;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33055939;COL PLINIO LEITE;4;1;79;;48;;;;;;;;58.17;;;;87.60;10.70;1.70;De 61 a 90 alunos
2006;33;RJ;3303302;Niterói;33055939;COL PLINIO LEITE;4;1;93;;53;;;;;;;;54.08;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33055939;COLEGIO PLINIO LEITE;4;1;81;;62;;;;;;;;65.81;;;;89.80;9.00;1.20;De 61 a 90 alunos
2008;33;RJ;3303302;Niterói;33055939;COLEGIO PLINIO LEITE;4;1;58;;41;;;;;;69.09;52.77;;;;;89.60;10.40;0.00;De 31 a 60 alunos
2005;33;RJ;3303302;Niterói;33055947;COL SALESIANO STA ROSA;4;1;313;;250;;;;;;;;68.08;;;;97.30;2.00;0.70;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33055947;COL SALESIANO STA ROSA;4;1;309;;238;;;;;;;;61.12;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33055947;COLEGIO SALESIANO SANTA ROSA;4;1;325;;205;;;;;;;;71.82;;;;91.70;2.90;5.40;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33055947;COLEGIO SALESIANO SANTA ROSA;4;1;365;;252;;;;;;69.74;61;;;;;97.00;3.00;0.00;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33055955;COL SAO VICENTE DE PAULO;4;1;199;;159;;;;;;;;65.23;;;;87.90;12.10;0.00;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33055955;COL SAO VICENTE DE PAULO;4;1;185;;141;;;;;;;;61.48;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33055955;COL SAO VICENTE DE PAULO;4;1;192;;117;;;;;;;;70.05;;;;86.70;13.30;0.00;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33055955;COL SAO VICENTE DE PAULO;4;1;117;;62;;;;;;67.70;62.67;;;;;90.00;10.00;0.00;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33055998;COL  ARGUMENTO;4;1;216;;128;;;;;;;;58.51;;;;99.60;0.40;0.00;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33055998;COL  ARGUMENTO;4;1;188;;94;;;;;;;;52.09;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33055998;COLEGIO ARGUMENTO;4;1;176;;48;;;;;;;;61.20;;;;98.20;0.00;1.80;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33055998;COLEGIO ARGUMENTO;4;1;137;;63;;;;;;63.73;49.48;;;;;92.30;6.30;1.40;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33056293;CENTRO EDUC ADVENTISTA DE NITEROI;4;1;14;;11;;;;;;;;52.19;;;;;;;De 1 a 30 alunos
2007;33;RJ;3303302;Niterói;33056293;CENTRO EDUC ADVENTISTA DE NITEROI;4;1;24;;16;;;;;;;;58.82;;;;;;;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33056358;C.E. CONSELHEIRO JOSINO;2;1;81;;14;;;;;;;;34.00;;;;65.30;6.60;28.10;De 61 a 90 alunos
2006;33;RJ;3303302;Niterói;33056358;C.E. CONSELHEIRO JOSINO;2;1;74;;22;;;;;;;;27.72;;;;;;;De 61 a 90 alunos
2005;33;RJ;3303302;Niterói;33056471;C.E. JOSE BONIFACIO;2;1;66;;46;;;;;;;;49.95;;;;77.30;10.70;12.00;De 61 a 90 alunos
2006;33;RJ;3303302;Niterói;33056471;C.E. JOSE BONIFACIO;2;1;53;;37;;;;;;;;41.91;;;;;;;De 31 a 60 alunos
2007;33;RJ;3303302;Niterói;33056471;C.E. JOSE BONIFACIO;2;1;49;;32;;;;;;;;47.84;;;;76.40;18.00;5.60;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33056471;C.E. JOSE BONIFACIO;2;1;30;;21;;;;;;50.36;34.01;;;;;63.80;14.80;21.40;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33056480;C.E. LEOPOLDO FROES;2;1;160;;60;;;;;;;;40.26;;;;56.00;31.70;12.30;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33056480;C.E. LEOPOLDO FROES;2;1;132;;55;;;;;;;;41.36;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33056480;C.E. LEOPOLDO FROES;2;1;136;;56;;;;;;;;48.74;;;;60.50;21.40;18.10;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33056480;C.E. LEOPOLDO FROES;2;1;112;;35;;;;;;55.45;31.25;;;;;62.50;11.50;26.00;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33056498;E.E. MANUEL DE ABREU;2;1;132;;70;;;;;;;;43.97;;;;72.90;17.50;9.60;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33056498;C.E. MANUEL DE ABREU;2;1;156;;97;;;;;;;;41.64;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33056498;C.E. MANUEL DE ABREU;2;1;159;;102;;;;;;;;50.19;;;;73.90;13.90;12.20;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33056498;C.E. MANUEL DE ABREU;2;1;172;;105;;;;;;58.87;38.87;;;;;70.50;18.10;11.40;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33057109;INSTITUTO  ABEL;4;1;479;;417;;;;;;;;69.76;;;;94.20;5.80;0.00;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33057109;INSTITUTO  ABEL;4;1;379;;322;;;;;;;;64.49;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33057109;INSTITUTO ABEL;4;1;382;;332;;;;;;;;73.29;;;;95.60;4.40;0.00;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33057109;INSTITUTO ABEL;4;1;378;;326;;;;;;68.60;66.98;;;;;92.30;7.70;0.00;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33057117;I.E. PROFº  ISMAEL COUTINHO;2;1;321;;68;;;;;;;;49.12;;;;72.10;21.80;6.10;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33057117;I.E. PROFº  ISMAEL COUTINHO;2;1;341;;80;;;;;;;;46.75;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33057117;I.E. PROF.ISMAEL COUTINHO;2;1;360;;91;;;;;;;;51.73;;;;71.10;24.20;4.70;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33057117;I.E. PROF.ISMAEL COUTINHO;2;1;291;;100;;;;;;60.88;38.89;;;;;70.30;29.10;0.60;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33057176;INST EDUC TAURUS;4;1;21;;15;;;;;;62.83;43.81;;;;;85.10;8.10;6.80;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33057206;INST GAY LUSSAC / SAO FRANCISCO;4;1;60;;60;;;;;;;;73.05;;;;99.00;1.00;0.00;De 31 a 60 alunos
2006;33;RJ;3303302;Niterói;33057206;INST GAY LUSSAC / SAO FRANCISCO;4;1;59;;59;;;;;;;;64.93;;;;;;;De 31 a 60 alunos
2007;33;RJ;3303302;Niterói;33057206;GAYLUSSAC EMPREENDIMENTOS EDUCACIONAIS LTDA.;4;1;52;;50;;;;;;;;75.91;;;;95.40;4.10;0.50;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33057206;INSTITUTO GAYLUSSAC - ENS. FUNDAMENTAL E MEDIO;4;1;49;;48;;;;;;75.73;72.06;;;;;93.60;6.40;0.00;De 31 a 60 alunos
2005;33;RJ;3303302;Niterói;33057443;CENTRO DE ENS INT RABELLO AMIN JD ESC LAPIS DE COR;4;1;18;;13;;;;;;;;51.28;;;;94.40;5.60;0.00;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33057508;LICEU NILO PECANHA;2;1;751;;354;;;;;;;;49.74;;;;57.30;19.80;22.90;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33057508;LICEU NILO PECANHA;2;1;724;;468;;;;;;;;46.66;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33057508;LICEU NILO PECANHA;2;1;690;;434;;;;;;;;54.97;;;;61.90;31.10;7.00;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33057508;LICEU NILO PECANHA;2;1;750;;422;;;;;;60.93;41.69;;;;;57.80;38.40;3.80;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33057702;C.E. PROFª ALCINA RODRIGUES LIMA;2;1;236;;98;;;;;;;;42.64;;;;59.60;20.50;19.90;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33057702;C.E. PROFª ALCINA RODRIGUES LIMA;2;1;231;;112;;;;;;;;39.90;;;;;;;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33057702;C.E. PROFª ALCINA RODRIGUES LIMA;2;1;224;;60;;;;;;;;50.77;;;;62.00;19.10;18.90;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33057702;C.E. PROFª ALCINA RODRIGUES LIMA;2;1;181;;67;;;;;;56.46;37.79;;;;;49.20;19.80;31.00;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33057729;COL CENECISTA ATHAYDE PARREIRAS;4;1;31;;26;;;;;;;;50.93;;;;;;;De 31 a 60 alunos
2007;33;RJ;3303302;Niterói;33057729;COL CENECISTA ATHAYDE PARREIRAS;4;1;21;;12;;;;;;;;58.58;;;;66.70;31.90;1.40;De 1 a 30 alunos
2008;33;RJ;3303302;Niterói;33057729;COL CENECISTA ATHAYDE PARREIRAS;4;1;16;;13;;;;;;65.96;45.91;;;;;93.40;6.60;0.00;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33057818;COL ITAPUCA;4;1;49;;37;;;;;;;;60.94;;;;72.30;27.70;0.00;De 31 a 60 alunos
2006;33;RJ;3303302;Niterói;33057818;COL ITAPUCA;4;1;42;;34;;;;;;;;55.29;;;;;;;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33057818;COL ITAPUCA - REGIAO OCEANICA;4;1;13;;11;;;;;;60.23;62.91;;;;;86.40;13.60;0.00;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33057826;COLEGIO GAIA;4;1;44;;13;;;;;;;;58.26;;;;92.40;6.80;0.80;De 31 a 60 alunos
2006;33;RJ;3303302;Niterói;33057826;COLEGIO GAIA;4;1;36;;13;;;;;;;;58.60;;;;;;;De 31 a 60 alunos
2007;33;RJ;3303302;Niterói;33057826;COLEGIO GAIA;4;1;25;;10;;;;;;;;62.88;;;;;;;De 1 a 30 alunos
2008;33;RJ;3303302;Niterói;33057826;COLEGIO GAIA;4;1;22;;17;;;;;;65.15;57.33;;;;;66.70;33.30;0.00;De 1 a 30 alunos
2007;33;RJ;3303302;Niterói;33102503;C.E. DAVID CAPISTRANO;2;1;222;;154;;;;;;;;52.68;;;;65.40;19.60;15.00;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33102503;C.E. DAVID CAPISTRANO;2;1;252;;191;;;;;;;;43.32;;;;;;;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33102503;C.E. DAVID CAPISTRANO;2;1;201;;138;;;;;;;;47.33;;;;71.80;26.30;1.90;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33102503;C.E. DAVID CAPISTRANO;2;1;234;;132;;;;;;59.55;38.79;;;;;68.50;18.60;12.90;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33104581;COL JOGAIB;4;1;32;;18;;;;;;;;51.48;;;;79.60;19.40;1.00;De 31 a 60 alunos
2006;33;RJ;3303302;Niterói;33104581;COL JOGAIB;4;1;25;;12;;;;;;;;47.48;;;;;;;De 1 a 30 alunos
2006;33;RJ;3303302;Niterói;33110263;ASSOC EDUC DE NITEROI;4;1;17;;15;;;;;;;;60.82;;;;;;;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33110263;ASSOC EDUC DE NITEROI;4;1;21;;11;;;;;;;;65.24;;;;95.20;1.60;3.20;De 1 a 30 alunos
2008;33;RJ;3303302;Niterói;33110263;ASSOC EDUC DE NITEROI;4;1;13;;13;;;;;;64.42;63.49;;;;;81.20;18.80;0.00;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33110662;SOCIEDADE EDUCACIONAL PROJEÇAO LTDA;4;1;40;;14;;;;;;;;50.37;;;;89.40;10.60;0.00;De 31 a 60 alunos
2005;33;RJ;3303302;Niterói;33111022;COL PIRATININGA;4;1;20;;16;;;;;;;;51.71;;;;97.20;2.80;0.00;De 1 a 30 alunos
2006;33;RJ;3303302;Niterói;33111022;COL PIRATININGA;4;1;23;;14;;;;;;;;49.08;;;;;;;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33115036;COL REI - REDE DE ENSINO INTEGRADO;4;1;81;;24;;;;;;;;47.90;;;;;;;De 61 a 90 alunos
2006;33;RJ;3303302;Niterói;33115079;CENTRO EDUCACIONAL 2 IRMAOS LTDA - ME;4;1;25;;10;;;;;;;;49.10;;;;;;;De 1 a 30 alunos
2006;33;RJ;3303302;Niterói;33121788;FACTO COLEGIO E CURSO;4;1;21;;16;;;;;;;;54.10;;;;;;;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33121788;FACTO COLEGIO E CURSO;4;1;19;;15;;;;;;;;58.47;;;;87.80;12.20;0.00;De 1 a 30 alunos
2008;33;RJ;3303302;Niterói;33121788;FACTO COLEGIO E CURSO;4;1;23;;13;;;;;;68.13;59.1;;;;;91.10;8.90;0.00;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33121842;COLEGIO REI DE PIRATININGA;4;1;45;;12;;;;;;;;53.69;;;;;;;De 31 a 60 alunos
2005;33;RJ;3303302;Niterói;33122016;SOCIEDADE EDUCACIONAL PROJEÇAO LTDA;4;1;77;;54;;;;;;;;56.83;;;;94.90;2.90;2.20;De 61 a 90 alunos
